startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,sector_clean,sector_final,sector_confidence,reclassification_layer,original_sector
FreshBox,Consumer Electronics,Audio,Delhi,"Kalaari Capital, Prosus Ventures, Sequoia Capital India",Angel,8000,06-06-2022,Other,Other,low,fallback,Consumer Electronics
NoBroker,SaaS,DevTools,Delhi,Sequoia Capital India,Seed,65000,02-07-2022,SaaS/Enterprise,Proptech,high,name_lookup,SaaS
HomeMart,Consumer Electronics,Wearables,Noida,Y Combinator,Series A,5696000,28-06-2020,Other,Deeptech,medium,regex,Consumer Electronics
QuantumDrive,Retail,Fashion,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series B,5381000,30-06-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Licious,Consumer Electronics,Smart Home,Kolkata,"Elevation Capital, SoftBank Vision Fund",Seed,434000,04-03-2023,Other,Foodtech,high,name_lookup,Consumer Electronics
GrowthFlow,EdTech,Test Prep,Hyderabad,"Omidyar Network, Y Combinator",Seed,1604000,24-08-2022,Edtech,Edtech,medium,regex,EdTech
PharmEasy,HealthTech,Telemedicine,Gurugram,"LCatterton, Zodius Capital",Series B,24655000,29-06-2021,Healthtech,Healthtech,high,name_lookup,HealthTech
NimbusMart,EdTech,Coding Bootcamp,Pune,Blume Ventures,Angel,16000,27-09-2024,Edtech,Edtech,medium,regex,EdTech
FoodLoop,Media,Content,Ahmedabad,Peak XV,Pre-Seed,88000,05-12-2023,Other,Other,low,fallback,Media
SmartCare,EdTech,Coding Bootcamp,Noida,Accel,Seed,271000,01-10-2022,Edtech,Edtech,medium,regex,EdTech
PharmEasy,AgriTech,Supply Chain,Bengaluru,LCatterton,Series A,4382000,02-01-2020,Agritech,Healthtech,high,name_lookup,AgriTech
CloudPay,SaaS,DevTools,Pune,"Kedaara Capital, Nexus Venture Partners",Seed,1612000,29-10-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
FreshToHome,Enterprise,Automation,Pune,"Accel, Kalaari Capital, Peak XV",Bridge,208000,04-02-2022,SaaS/Enterprise,Foodtech,high,name_lookup,Enterprise
Oyo,SaaS,DevTools,Delhi,"Blume Ventures, Peak XV, Ribbit Capital",Series B,71839000,13-06-2022,SaaS/Enterprise,Proptech,high,name_lookup,SaaS
Licious,EdTech,K12,Chennai,Nexus Venture Partners,Seed,1411000,11-11-2023,Edtech,Foodtech,high,name_lookup,EdTech
Rapido,Media,Streaming,Chennai,"Omidyar Network, Sequoia Capital India",Series D,78480000,27-04-2024,Other,EV/Cleantech,high,name_lookup,Media
HomeAnalytics,E-commerce,Fashion,Delhi,Y Combinator,Seed,65000,08-06-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
FoodLoop,E-commerce,D2C,Kolkata,Kedaara Capital,Pre-Seed,25000,05-03-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
NextFlow,E-commerce,Quick Commerce,Bengaluru,"IFC, Tiger Global Management",Pre-Series A,104000,09-02-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
NimbusLabs,SaaS,MarTech,Mumbai,"Prosus Ventures, Ribbit Capital",Series C,25829000,03-06-2024,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
BharatPe,Consumer Electronics,Audio,Bengaluru,Peak XV,Seed,621000,14-10-2021,Other,Fintech,high,name_lookup,Consumer Electronics
Groww,SaaS,DevTools,Chennai,"Peak XV, Tiger Global Management",Seed,65000,02-06-2020,SaaS/Enterprise,Fintech,high,name_lookup,SaaS
BlueSpace,AgriTech,Smart Farming,Bengaluru,Omidyar Network,Series A,2372000,31-08-2023,Agritech,Agritech,medium,regex,AgriTech
DriveEdge,E-commerce,D2C,Gurugram,"A91 Partners, Peak XV",Bridge,1129000,18-04-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
HealthAnalytics,E-commerce,Quick Commerce,Chennai,"Nexus Venture Partners, Y Combinator",Series A,1065000,16-09-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
DriveLoop,Enterprise,Automation,Ahmedabad,Lightspeed India,Series A,9076000,17-07-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
Cars24,E-commerce,Fashion,Mumbai,"Mirae Asset, Prosus Ventures",Seed,141000,25-03-2022,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
Bounce,RealEstate,Rental Tech,Chennai,"Info Edge, Y Combinator",Seed,77000,18-12-2024,Proptech,EV/Cleantech,high,name_lookup,RealEstate
CureFit,Consumer Electronics,Wearables,Hyderabad,"Tiger Global, Ventures India",Seed,653000,04-07-2021,Other,Healthtech,high,name_lookup,Consumer Electronics
Wakefit,E-commerce,D2C,Noida,"Lightspeed India, Tiger Global",Pre-Series A,426000,29-03-2024,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
UrbanDrive,FoodTech,Grocery,Kolkata,"Elevation Capital, Kalaari Capital",Series A,10764000,27-04-2021,Foodtech,Foodtech,medium,regex,FoodTech
GreenMart,Mobility,Micro Mobility,Ahmedabad,"Blume Ventures, Tiger Global Management",Seed,753000,28-04-2025,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Meesho,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital, Tiger Global Management",Pre-Seed,127000,09-06-2020,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,Retail
Swiggy,SaaS,B2B SaaS,Mumbai,"Elevation Capital, SoftBank Vision Fund",Pre-Series A,191000,24-03-2022,SaaS/Enterprise,Foodtech,high,name_lookup,SaaS
LogiRise,FinTech,NeoBank,Ahmedabad,Kalaari Capital,Series A,1617000,09-05-2022,Fintech,Fintech,medium,regex,FinTech
GreenConnect,AgriTech,Supply Chain,Mumbai,IFC,Series A,7635000,25-07-2020,Agritech,Agritech,medium,regex,AgriTech
FoodSolutions,Logistics,Supply Chain,Kolkata,Blume Ventures,Series A,8890000,26-08-2022,Logistics,Logistics,medium,regex,Logistics
CoreConnect,AgriTech,Marketplace,Chennai,Prosus Ventures,Pre-Seed,196000,26-12-2024,Agritech,Agritech,medium,regex,AgriTech
Postman,Media,Content,Hyderabad,Zodius Capital,Angel,17000,11-02-2020,Other,SaaS/Enterprise,high,name_lookup,Media
Oyo,Logistics,Supply Chain,Kolkata,Tiger Global Management,Series D,117757000,03-11-2023,Logistics,Proptech,high,name_lookup,Logistics
HomeFoods,Media,Content,Pune,"Blume Ventures, Ribbit Capital",Seed,877000,03-05-2022,Other,SaaS/Enterprise,low,investor,Media
Meesho,Enterprise,Security,Kolkata,Zodius Capital,Series C,50332000,11-11-2024,SaaS/Enterprise,Ecommerce/D2C,high,name_lookup,Enterprise
NextSense_395,Media,Streaming,Chennai,"IFC, Sequoia Capital India",Seed,1549000,09-10-2024,Other,Other,low,fallback,Media
CloudLabs,EdTech,Test Prep,Gurugram,Kedaara Capital,Pre-Seed,144000,13-04-2020,Edtech,Edtech,medium,regex,EdTech
SkillSolutions,Consumer Electronics,Smart Home,Chennai,"Omidyar Network, Sequoia Capital India, Y Combinator",Series B,16426000,10-09-2020,Other,Agritech,low,investor,Consumer Electronics
EduTech,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,798000,30-11-2020,Other,Other,low,fallback,Consumer Electronics
Bounce,Logistics,Last Mile,Chennai,"Bessemer Venture Partners, Lightspeed India",Pre-Seed,114000,14-10-2024,Logistics,EV/Cleantech,high,name_lookup,Logistics
HomeAnalytics,RealEstate,PropTech,Hyderabad,IFC,Series B,6655000,17-11-2022,Proptech,Proptech,medium,regex,RealEstate
MediSpace,HealthTech,Diagnostics,Ahmedabad,Omidyar Network,Series C,230417000,03-04-2021,Healthtech,Healthtech,medium,regex,HealthTech
BigBasket,Media,Streaming,Hyderabad,Info Edge,Pre-Series A,320000,10-02-2022,Other,Ecommerce/D2C,high,name_lookup,Media
GreenEdge,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Pre-Series A,671000,28-07-2020,Proptech,Proptech,medium,regex,RealEstate
NimbusWorks,AgriTech,Marketplace,Hyderabad,"Tiger Global, Tiger Global Management",Seed,163000,09-08-2020,Agritech,Agritech,medium,regex,AgriTech
NeoSense,Logistics,Fleet Management,Hyderabad,LCatterton,Seed,1360000,25-11-2022,Logistics,Logistics,medium,regex,Logistics
CoreConnect,RealEstate,PropTech,Bengaluru,LCatterton,Series B,14710000,28-08-2021,Proptech,Proptech,medium,regex,RealEstate
CoreConnect,FinTech,NeoBank,Ahmedabad,"Kedaara Capital, Prosus Ventures, Ribbit Capital",Series C,20596000,03-12-2021,Fintech,Fintech,medium,regex,FinTech
FarmBox,RealEstate,Home Services,Noida,"Accel, Blume Ventures, IFC",Seed,1411000,14-12-2020,Proptech,Proptech,medium,regex,RealEstate
FreshSolutions,Media,Streaming,Delhi,Prosus Ventures,Bridge,70000,16-01-2025,Other,Other,low,fallback,Media
HomeAnalytics,Media,Content,Chennai,Matrix Partners India,Series C,47487000,09-11-2021,Other,Other,low,fallback,Media
Urban Company,Consumer Electronics,Audio,Kolkata,"Omidyar Network, Ribbit Capital",Seed,1664000,23-07-2023,Other,Proptech,high,name_lookup,Consumer Electronics
CoreSpace,Mobility,Ride Sharing,Chennai,IFC,Series A,13122000,26-04-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
WorkPay,EdTech,UpSkilling,Chennai,"IFC, Nexus Venture Partners",Debt,3529000,02-01-2025,Edtech,Edtech,medium,regex,EdTech
BlueTech,Consumer Electronics,Wearables,Delhi,Info Edge,Seed,514000,28-04-2020,Other,Other,low,fallback,Consumer Electronics
FarmTech,HealthTech,Diagnostics,Kolkata,Nexus Venture Partners,Series C,67366000,15-05-2024,Healthtech,Healthtech,medium,regex,HealthTech
DriveEdge,FoodTech,Food Delivery,Kolkata,"Lightspeed India, Y Combinator",Pre-Series A,196000,18-03-2020,Foodtech,Foodtech,medium,regex,FoodTech
UrbanStack,Retail,Fashion,Gurugram,"IFC, Lightspeed India, Ventures India",Pre-Seed,43000,09-01-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
FreshTech,FoodTech,Grocery,Ahmedabad,Elevation Capital,Seed,598000,13-05-2020,Foodtech,Foodtech,medium,regex,FoodTech
Cars24,Consumer Electronics,Smart Home,Noida,"LCatterton, Tiger Global Management",Series A,7671000,22-11-2021,Other,Ecommerce/D2C,high,name_lookup,Consumer Electronics
DataHive,Consumer Electronics,Wearables,Gurugram,"Lightspeed India, Sequoia Capital India",Seed,927000,31-01-2025,Other,Other,low,fallback,Consumer Electronics
LogiSense,FinTech,NeoBank,Noida,"IFC, Ribbit Capital, Sequoia Capital India",Seed,920000,20-01-2022,Fintech,Fintech,medium,regex,FinTech
CloudSolutions,AgriTech,Supply Chain,Ahmedabad,Ribbit Capital,Debt,176000,17-09-2023,Agritech,Agritech,medium,regex,AgriTech
DataAnalytics_423,E-commerce,Fashion,Kolkata,Mirae Asset,Pre-Series A,312000,25-01-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
HyperLoop,RealEstate,Rental Tech,Bengaluru,Prosus Ventures,Seed,62000,17-09-2023,Proptech,Proptech,medium,regex,RealEstate
SkillFlow,Media,Social,Chennai,"Kedaara Capital, Nexus Venture Partners",Series D,177214000,02-08-2020,Other,Other,low,fallback,Media
Porter,Retail,E-Retail,Kolkata,Zodius Capital,Seed,255000,13-02-2021,Ecommerce/D2C,Logistics,high,name_lookup,Retail
CloudPay,FoodTech,Food Delivery,Delhi,Prosus Ventures,Pre-Seed,154000,13-10-2022,Foodtech,Foodtech,medium,regex,FoodTech
AgriHive,FinTech,Payments,Mumbai,"Nexus Venture Partners, Prosus Ventures",Angel,14000,06-09-2024,Fintech,Fintech,medium,regex,FinTech
Bounce,Retail,Fashion,Mumbai,Ribbit Capital,Series B,6917000,26-07-2020,Ecommerce/D2C,EV/Cleantech,high,name_lookup,Retail
AutoFlow,Logistics,Supply Chain,Kolkata,IFC,Seed,85000,23-07-2024,Logistics,Logistics,medium,regex,Logistics
Cars24,SaaS,HRTech,Chennai,Sequoia Capital India,Series B,41297000,13-07-2020,SaaS/Enterprise,Ecommerce/D2C,high,name_lookup,SaaS
FinSense,HealthTech,Pharmacy,Pune,"Matrix Partners India, Ventures India",Angel,32000,10-05-2025,Healthtech,Healthtech,medium,regex,HealthTech
NimbusWorks,HealthTech,Telemedicine,Chennai,Zodius Capital,Pre-Series A,126000,23-07-2022,Healthtech,Healthtech,medium,regex,HealthTech
GrowthCare,RealEstate,PropTech,Mumbai,Tiger Global Management,Seed,68000,27-01-2024,Proptech,Proptech,medium,regex,RealEstate
NextSense,AgriTech,Smart Farming,Ahmedabad,Y Combinator,Series B,34916000,06-01-2021,Agritech,Agritech,medium,regex,AgriTech
ClearTax,Enterprise,Automation,Delhi,LCatterton,Series A,1218000,26-09-2022,SaaS/Enterprise,Fintech,high,name_lookup,Enterprise
Dailyhunt,FinTech,Payments,Hyderabad,"Falcon Edge, IFC, Ventures India",Series B,48819000,26-01-2020,Fintech,Other,high,name_lookup,FinTech
Zepto,RealEstate,Home Services,Noida,"Accel, Prosus Ventures",Series A,6770000,05-12-2023,Proptech,Ecommerce/D2C,high,name_lookup,RealEstate
LogiMart,RealEstate,Rental Tech,Chennai,"LCatterton, Omidyar Network",Seed,67000,19-08-2024,Proptech,Proptech,medium,regex,RealEstate
MediSpace,HealthTech,Health Analytics,Kolkata,SoftBank Vision Fund,Growth,62547000,02-06-2020,Healthtech,Healthtech,medium,regex,HealthTech
QuantumSolutions_441,EdTech,Coding Bootcamp,Chennai,"A91 Partners, Info Edge",Series C,289340000,10-06-2020,Edtech,Edtech,medium,regex,EdTech
Unacademy,Enterprise,Security,Kolkata,"Accel, Kalaari Capital, Ribbit Capital",Seed,199000,15-10-2022,SaaS/Enterprise,Edtech,high,name_lookup,Enterprise
Rapido,Enterprise,Analytics,Ahmedabad,LCatterton,Bridge,196000,29-07-2023,SaaS/Enterprise,EV/Cleantech,high,name_lookup,Enterprise
CoreFlow,Consumer Electronics,Wearables,Pune,Zodius Capital,Series C,180699000,30-07-2024,Other,Other,low,fallback,Consumer Electronics
FreshBox,AgriTech,Marketplace,Kolkata,"Accel, Info Edge, Prosus Ventures",Series B,69115000,14-01-2022,Agritech,Agritech,medium,regex,AgriTech
Rapido,SaaS,HRTech,Hyderabad,"Accel, LCatterton, Mirae Asset",Series A,14442000,04-02-2022,SaaS/Enterprise,EV/Cleantech,high,name_lookup,SaaS
Freshworks,E-commerce,D2C,Ahmedabad,"Lightspeed India, Zodius Capital",Seed,805000,04-09-2020,Ecommerce/D2C,SaaS/Enterprise,high,name_lookup,E-commerce
FinFoods,E-commerce,Fashion,Bengaluru,"Bessemer Venture Partners, Info Edge, Omidyar Network",Angel,15000,11-09-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
ClearDekho,HealthTech,Health Analytics,Bengaluru,"Peak XV, Zodius Capital",Series A,1254000,09-04-2020,Healthtech,Healthtech,medium,regex,HealthTech
AgriHive,Retail,E-Retail,Ahmedabad,Accel,Seed,879000,27-07-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
AgriSense,FoodTech,Food Delivery,Ahmedabad,Elevation Capital,Angel,27000,10-04-2024,Foodtech,Foodtech,medium,regex,FoodTech
DataHive,Consumer Electronics,Audio,Delhi,"A91 Partners, Falcon Edge, Zodius Capital",Pre-Series A,266000,04-12-2023,Other,Other,low,fallback,Consumer Electronics
HyperLabs,Mobility,Micro Mobility,Gurugram,"Elevation Capital, Prosus Ventures, SoftBank Vision Fund",Seed,1416000,02-07-2023,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
EduTech,Media,Streaming,Pune,A91 Partners,Series B,6806000,07-04-2024,Other,Other,low,fallback,Media
SkillRise,Enterprise,Automation,Hyderabad,Falcon Edge,Growth,183477000,15-05-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
GrowthFlow,FinTech,Payments,Gurugram,Tiger Global Management,Seed,52000,27-05-2024,Fintech,Fintech,medium,regex,FinTech
AutoStack,FinTech,WealthTech,Gurugram,Zodius Capital,Series C,71157000,07-03-2020,Fintech,Fintech,medium,regex,FinTech
Zomato,AgriTech,Marketplace,Noida,"A91 Partners, Bessemer Venture Partners, Matrix Partners India",Growth,58010000,29-02-2024,Agritech,Foodtech,high,name_lookup,AgriTech
SmartTech,FinTech,InsurTech,Chennai,"A91 Partners, Sequoia Capital India, SoftBank Vision Fund",Pre-Series A,131000,02-06-2024,Fintech,Fintech,medium,regex,FinTech
AutoStack,Enterprise,Security,Gurugram,"A91 Partners, Ribbit Capital, Ventures India",Angel,7000,14-12-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
BlueRise,EdTech,UpSkilling,Kolkata,Blume Ventures,Seed,548000,30-10-2023,Edtech,Edtech,medium,regex,EdTech
NoBroker,Media,Streaming,Mumbai,A91 Partners,Pre-Series A,557000,27-05-2022,Other,Proptech,high,name_lookup,Media
LogiSense,Enterprise,Security,Bengaluru,Tiger Global,Seed,430000,24-12-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
AgriSense,Retail,Fashion,Ahmedabad,"A91 Partners, Bessemer Venture Partners",Series D,458292000,08-09-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Groww,Retail,Fashion,Pune,Falcon Edge,Series A,2760000,13-05-2025,Ecommerce/D2C,Fintech,high,name_lookup,Retail
ClearDekho,HealthTech,Health Analytics,Noida,Lightspeed India,Series A,2168000,07-07-2020,Healthtech,Healthtech,medium,regex,HealthTech
Meesho,RealEstate,Home Services,Pune,"Falcon Edge, Tiger Global Management",Pre-Series A,739000,23-03-2021,Proptech,Ecommerce/D2C,high,name_lookup,RealEstate
MediSpace,SaaS,MarTech,Gurugram,"Matrix Partners India, Tiger Global",Angel,10000,10-06-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
AgriSense,Retail,E-Retail,Chennai,Sequoia Capital India,Seed,1746000,22-01-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
NimbusWorks,Mobility,EV,Kolkata,"Falcon Edge, Lightspeed India, Peak XV",Pre-Seed,21000,13-01-2025,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Dream11,Retail,Fashion,Noida,Prosus Ventures,Pre-Seed,187000,14-05-2020,Ecommerce/D2C,Other,high,name_lookup,Retail
Meesho,Enterprise,Automation,Chennai,"IFC, Zodius Capital",Series D,55224000,25-02-2021,SaaS/Enterprise,Ecommerce/D2C,high,name_lookup,Enterprise
DriveEdge,E-commerce,Marketplace,Bengaluru,Accel,Series A,11170000,10-11-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Udaan,HealthTech,Pharmacy,Noida,LCatterton,Seed,350000,09-08-2024,Healthtech,Ecommerce/D2C,high,name_lookup,HealthTech
Freshworks,FoodTech,Food Delivery,Chennai,"Falcon Edge, Prosus Ventures",Series A,14717000,04-02-2020,Foodtech,SaaS/Enterprise,high,name_lookup,FoodTech
Byju's,Retail,Fashion,Ahmedabad,Y Combinator,Pre-Seed,24000,03-10-2024,Ecommerce/D2C,Edtech,high,name_lookup,Retail
AeroAnalytics,Retail,Fashion,Hyderabad,"Y Combinator, Zodius Capital",Series A,4481000,30-07-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
ClearTax,Consumer Electronics,Audio,Noida,"Bessemer Venture Partners, IFC",Seed,1786000,09-03-2024,Other,Fintech,high,name_lookup,Consumer Electronics
Urban Company,RealEstate,PropTech,Hyderabad,"Peak XV, Ribbit Capital, Sequoia Capital India",Series B,21323000,15-02-2025,Proptech,Proptech,high,name_lookup,RealEstate
SmartCare,FinTech,NeoBank,Ahmedabad,Elevation Capital,Pre-Series A,426000,26-01-2023,Fintech,Fintech,medium,regex,FinTech
FoodSolutions,RealEstate,Rental Tech,Delhi,"Lightspeed India, Zodius Capital",Seed,651000,28-03-2021,Proptech,Proptech,medium,regex,RealEstate
BlueTech,AgriTech,Supply Chain,Noida,Elevation Capital,Series A,3424000,30-01-2023,Agritech,Agritech,medium,regex,AgriTech
CRED,Logistics,Last Mile,Gurugram,Y Combinator,Series B,28486000,24-09-2022,Logistics,Fintech,high,name_lookup,Logistics
FinSpace,AgriTech,Supply Chain,Gurugram,Ribbit Capital,Seed,432000,11-07-2022,Agritech,Agritech,medium,regex,AgriTech
BigBasket,Media,Streaming,Delhi,Peak XV,Series A,11477000,16-01-2022,Other,Ecommerce/D2C,high,name_lookup,Media
Lenskart,FinTech,WealthTech,Gurugram,"Elevation Capital, Ribbit Capital, Y Combinator",Series C,22619000,29-12-2023,Fintech,Ecommerce/D2C,high,name_lookup,FinTech
FreshBox,Consumer Electronics,Wearables,Pune,"Accel, Ribbit Capital",Series C,42802000,24-09-2022,Other,Fintech,low,investor,Consumer Electronics
HealthRise,Enterprise,Analytics,Noida,"Sequoia Capital India, Tiger Global",Seed,1666000,11-02-2024,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
ClearDekho,RealEstate,PropTech,Ahmedabad,"Lightspeed India, Sequoia Capital India",Series A,11144000,24-04-2024,Proptech,Proptech,medium,regex,RealEstate
Swiggy,Mobility,Micro Mobility,Kolkata,Kalaari Capital,Series B,17686000,31-10-2020,EV/Cleantech,Foodtech,high,name_lookup,Mobility
Cars24,HealthTech,Health Analytics,Noida,Falcon Edge,Series A,5362000,23-03-2022,Healthtech,Ecommerce/D2C,high,name_lookup,HealthTech
MediWorks,Retail,Fashion,Delhi,"A91 Partners, Blume Ventures",Series C,42389000,14-10-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
GreenConnect,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Seed,100000,25-09-2022,Other,Other,low,fallback,Consumer Electronics
Nykaa,EdTech,Test Prep,Gurugram,Kalaari Capital,Series A,3510000,08-06-2024,Edtech,Ecommerce/D2C,high,name_lookup,EdTech
AutoFlow,FinTech,WealthTech,Mumbai,"Matrix Partners India, Zodius Capital",Series B,13318000,03-12-2022,Fintech,Fintech,medium,regex,FinTech
NoBroker,FoodTech,Grocery,Chennai,Falcon Edge,Pre-Series A,383000,31-08-2023,Foodtech,Proptech,high,name_lookup,FoodTech
UrbanSolutions,EdTech,Coding Bootcamp,Pune,"Bessemer Venture Partners, LCatterton",Series C,24686000,07-12-2021,Edtech,Edtech,medium,regex,EdTech
MediHive,HealthTech,Health Analytics,Delhi,"Blume Ventures, Elevation Capital, Nexus Venture Partners",Seed,1820000,19-11-2022,Healthtech,Healthtech,medium,regex,HealthTech
Housejoy,RealEstate,PropTech,Chennai,Mirae Asset,Series C,289004000,15-01-2024,Proptech,Proptech,medium,regex,RealEstate
GrowthCare,AgriTech,Supply Chain,Chennai,A91 Partners,Pre-Seed,100000,29-03-2020,Agritech,Agritech,medium,regex,AgriTech
BharatPe,HealthTech,Telemedicine,Ahmedabad,LCatterton,Seed,361000,06-12-2020,Healthtech,Fintech,high,name_lookup,HealthTech
CoreConnect,AgriTech,Marketplace,Bengaluru,"Lightspeed India, Peak XV, Zodius Capital",Growth,113169000,30-01-2024,Agritech,Agritech,medium,regex,AgriTech
CoreSpace,HealthTech,Diagnostics,Chennai,"Blume Ventures, Zodius Capital",Series A,9059000,15-06-2024,Healthtech,Healthtech,medium,regex,HealthTech
CureFit,HealthTech,Pharmacy,Kolkata,Y Combinator,Series A,6387000,20-05-2020,Healthtech,Healthtech,high,name_lookup,HealthTech
LogiSense,EdTech,Coding Bootcamp,Delhi,"LCatterton, Omidyar Network",Series A,1553000,29-12-2020,Edtech,Edtech,medium,regex,EdTech
AeroAnalytics,E-commerce,Fashion,Delhi,LCatterton,Angel,77000,09-01-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Paytm,Mobility,EV,Pune,"Info Edge, Peak XV",Growth,438231000,29-11-2023,EV/Cleantech,Fintech,high,name_lookup,Mobility
AgriHive,FoodTech,Food Delivery,Ahmedabad,"A91 Partners, Info Edge, Matrix Partners India",Series C,261867000,02-02-2025,Foodtech,Foodtech,medium,regex,FoodTech
PharmEasy,Enterprise,Analytics,Hyderabad,"Matrix Partners India, Sequoia Capital India",Series A,7137000,18-01-2023,SaaS/Enterprise,Healthtech,high,name_lookup,Enterprise
MediHive,E-commerce,Grocery,Bengaluru,"Accel, Bessemer Venture Partners, Kalaari Capital",Pre-Series A,411000,24-02-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
DriveLoop,Logistics,Supply Chain,Noida,"Elevation Capital, Prosus Ventures",Pre-Series A,262000,18-01-2022,Logistics,Logistics,medium,regex,Logistics
CoreFlow,Retail,Fashion,Kolkata,"Mirae Asset, Tiger Global Management",Seed,1560000,19-02-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
FoodSolutions,FoodTech,Grocery,Delhi,Ventures India,Series D,367311000,12-09-2023,Foodtech,Foodtech,medium,regex,FoodTech
EduMart,HealthTech,Telemedicine,Gurugram,Bessemer Venture Partners,Series A,1130000,28-05-2024,Healthtech,Healthtech,medium,regex,HealthTech
Udaan,HealthTech,Health Analytics,Bengaluru,Mirae Asset,Series C,21480000,13-08-2024,Healthtech,Ecommerce/D2C,high,name_lookup,HealthTech
DriveEdge,Logistics,Last Mile,Pune,"Omidyar Network, Tiger Global Management, Y Combinator",Seed,200000,18-03-2020,Logistics,Logistics,medium,regex,Logistics
SmartTech,AgriTech,Supply Chain,Delhi,Lightspeed India,Series B,47312000,18-06-2022,Agritech,Agritech,medium,regex,AgriTech
SmartTech,Retail,Fashion,Noida,"Blume Ventures, Sequoia Capital India",Series A,14492000,19-04-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
MediWorks,HealthTech,Telemedicine,Hyderabad,"Falcon Edge, Kalaari Capital, Omidyar Network",Series C,30056000,24-12-2021,Healthtech,Healthtech,medium,regex,HealthTech
CRED,E-commerce,Grocery,Hyderabad,"Tiger Global Management, Y Combinator",Series B,25964000,19-02-2023,Ecommerce/D2C,Fintech,high,name_lookup,E-commerce
SkillSolutions,EdTech,Coding Bootcamp,Chennai,Kalaari Capital,Series A,2805000,18-06-2021,Edtech,Edtech,medium,regex,EdTech
AeroStack,Mobility,EV,Pune,"IFC, Peak XV",Bridge,1790000,02-07-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
AutoStack,FoodTech,Grocery,Kolkata,Peak XV,Series C,195631000,31-03-2024,Foodtech,Foodtech,medium,regex,FoodTech
LogiRise,AgriTech,Supply Chain,Kolkata,"Ribbit Capital, Tiger Global Management",Seed,1102000,18-05-2020,Agritech,Agritech,medium,regex,AgriTech
HomeFoods,FoodTech,Food Delivery,Noida,Matrix Partners India,Series A,3558000,06-12-2023,Foodtech,Foodtech,medium,regex,FoodTech
Bounce,FoodTech,Grocery,Pune,Mirae Asset,Seed,231000,22-03-2025,Foodtech,EV/Cleantech,high,name_lookup,FoodTech
AgriFit,AgriTech,Smart Farming,Delhi,Mirae Asset,Bridge,137000,31-10-2023,Agritech,Agritech,medium,regex,AgriTech
CloudPay,EdTech,UpSkilling,Gurugram,Zodius Capital,Seed,62000,05-09-2024,Edtech,Edtech,medium,regex,EdTech
Licious,HealthTech,Telemedicine,Mumbai,"IFC, Mirae Asset, Sequoia Capital India",Angel,67000,16-10-2023,Healthtech,Foodtech,high,name_lookup,HealthTech
Razorpay,Enterprise,Security,Pune,"IFC, Mirae Asset",Series A,9037000,05-10-2022,SaaS/Enterprise,Fintech,high,name_lookup,Enterprise
