startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean
Licious,Consumer Electronics,Smart Home,Kolkata,"Elevation Capital, SoftBank Vision Fund",Seed,434000,2023-03-04,2023,3,Other,Seed/Angel,Kolkata
GrowthFlow,EdTech,Test Prep,Hyderabad,"Omidyar Network, Y Combinator",Seed,1604000,2022-08-24,2022,8,Edtech,Seed/Angel,Hyderabad
PharmEasy,HealthTech,Telemedicine,Gurugram,"LCatterton, Zodius Capital",Series B,24655000,2021-06-29,2021,6,Healthtech,Series B,Delhi/NCR
NimbusMart,EdTech,Coding Bootcamp,Pune,Blume Ventures,Angel,16000,2024-09-27,2024,9,Edtech,Seed/Angel,Pune
FoodLoop,Media,Content,Ahmedabad,Peak XV,Pre-Seed,88000,2023-12-05,2023,12,Other,Seed/Angel,Ahmedabad
SmartCare,EdTech,Coding Bootcamp,Noida,Accel,Seed,271000,2022-10-01,2022,10,Edtech,Seed/Angel,Delhi/NCR
PharmEasy,AgriTech,Supply Chain,Bengaluru,LCatterton,Series A,4382000,2020-01-02,2020,1,Agritech,Series A,Bengaluru
CloudPay,SaaS,DevTools,Pune,"Kedaara Capital, Nexus Venture Partners",Seed,1612000,2020-10-29,2020,10,SaaS/Enterprise,Seed/Angel,Pune
FreshToHome,Enterprise,Automation,Pune,"Accel, Kalaari Capital, Peak XV",Bridge,208000,2022-02-04,2022,2,SaaS/Enterprise,Undisclosed,Pune
Oyo,SaaS,DevTools,Delhi,"Blume Ventures, Peak XV, Ribbit Capital",Series B,71839000,2022-06-13,2022,6,SaaS/Enterprise,Series B,Delhi/NCR
Licious,EdTech,K12,Chennai,Nexus Venture Partners,Seed,1411000,2023-11-11,2023,11,Edtech,Seed/Angel,Chennai
Rapido,Media,Streaming,Chennai,"Omidyar Network, Sequoia Capital India",Series D,78480000,2024-04-27,2024,4,Other,Late Stage,Chennai
HomeAnalytics,E-commerce,Fashion,Delhi,Y Combinator,Seed,65000,2020-06-08,2020,6,Ecommerce/D2C,Seed/Angel,Delhi/NCR
FoodLoop,E-commerce,D2C,Kolkata,Kedaara Capital,Pre-Seed,25000,2021-03-05,2021,3,Ecommerce/D2C,Seed/Angel,Kolkata
NextFlow,E-commerce,Quick Commerce,Bengaluru,"IFC, Tiger Global Management",Pre-Series A,104000,2024-02-09,2024,2,Ecommerce/D2C,Seed/Angel,Bengaluru
NimbusLabs,SaaS,MarTech,Mumbai,"Prosus Ventures, Ribbit Capital",Series C,25829000,2024-06-03,2024,6,SaaS/Enterprise,Series C,Mumbai
BharatPe,Consumer Electronics,Audio,Bengaluru,Peak XV,Seed,621000,2021-10-14,2021,10,Other,Seed/Angel,Bengaluru
Groww,SaaS,DevTools,Chennai,"Peak XV, Tiger Global Management",Seed,65000,2020-06-02,2020,6,SaaS/Enterprise,Seed/Angel,Chennai
BlueSpace,AgriTech,Smart Farming,Bengaluru,Omidyar Network,Series A,2372000,2023-08-31,2023,8,Agritech,Series A,Bengaluru
DriveEdge,E-commerce,D2C,Gurugram,"A91 Partners, Peak XV",Bridge,1129000,2022-04-18,2022,4,Ecommerce/D2C,Undisclosed,Delhi/NCR
HealthAnalytics,E-commerce,Quick Commerce,Chennai,"Nexus Venture Partners, Y Combinator",Series A,1065000,2024-09-16,2024,9,Ecommerce/D2C,Series A,Chennai
DriveLoop,Enterprise,Automation,Ahmedabad,Lightspeed India,Series A,9076000,2020-07-17,2020,7,SaaS/Enterprise,Series A,Ahmedabad
Cars24,E-commerce,Fashion,Mumbai,"Mirae Asset, Prosus Ventures",Seed,141000,2022-03-25,2022,3,Ecommerce/D2C,Seed/Angel,Mumbai
Bounce,RealEstate,Rental Tech,Chennai,"Info Edge, Y Combinator",Seed,77000,2024-12-18,2024,12,Proptech,Seed/Angel,Chennai
CureFit,Consumer Electronics,Wearables,Hyderabad,"Tiger Global, Ventures India",Seed,653000,2021-07-04,2021,7,Other,Seed/Angel,Hyderabad
Wakefit,E-commerce,D2C,Noida,"Lightspeed India, Tiger Global",Pre-Series A,426000,2024-03-29,2024,3,Ecommerce/D2C,Seed/Angel,Delhi/NCR
UrbanDrive,FoodTech,Grocery,Kolkata,"Elevation Capital, Kalaari Capital",Series A,10764000,2021-04-27,2021,4,Foodtech,Series A,Kolkata
GreenMart,Mobility,Micro Mobility,Ahmedabad,"Blume Ventures, Tiger Global Management",Seed,753000,2025-04-28,2025,4,EV/Cleantech,Seed/Angel,Ahmedabad
Meesho,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital, Tiger Global Management",Pre-Seed,127000,2020-06-09,2020,6,Ecommerce/D2C,Seed/Angel,Delhi/NCR
Swiggy,SaaS,B2B SaaS,Mumbai,"Elevation Capital, SoftBank Vision Fund",Pre-Series A,191000,2022-03-24,2022,3,SaaS/Enterprise,Seed/Angel,Mumbai
LogiRise,FinTech,NeoBank,Ahmedabad,Kalaari Capital,Series A,1617000,2022-05-09,2022,5,Fintech,Series A,Ahmedabad
GreenConnect,AgriTech,Supply Chain,Mumbai,IFC,Series A,7635000,2020-07-25,2020,7,Agritech,Series A,Mumbai
FoodSolutions,Logistics,Supply Chain,Kolkata,Blume Ventures,Series A,8890000,2022-08-26,2022,8,Logistics,Series A,Kolkata
CoreConnect,AgriTech,Marketplace,Chennai,Prosus Ventures,Pre-Seed,196000,2024-12-26,2024,12,Agritech,Seed/Angel,Chennai
Postman,Media,Content,Hyderabad,Zodius Capital,Angel,17000,2020-02-11,2020,2,Other,Seed/Angel,Hyderabad
Oyo,Logistics,Supply Chain,Kolkata,Tiger Global Management,Series D,117757000,2023-11-03,2023,11,Logistics,Late Stage,Kolkata
HomeFoods,Media,Content,Pune,"Blume Ventures, Ribbit Capital",Seed,877000,2022-05-03,2022,5,Other,Seed/Angel,Pune
Meesho,Enterprise,Security,Kolkata,Zodius Capital,Series C,50332000,2024-11-11,2024,11,SaaS/Enterprise,Series C,Kolkata
NextSense_395,Media,Streaming,Chennai,"IFC, Sequoia Capital India",Seed,1549000,2024-10-09,2024,10,Other,Seed/Angel,Chennai
CloudLabs,EdTech,Test Prep,Gurugram,Kedaara Capital,Pre-Seed,144000,2020-04-13,2020,4,Edtech,Seed/Angel,Delhi/NCR
SkillSolutions,Consumer Electronics,Smart Home,Chennai,"Omidyar Network, Sequoia Capital India, Y Combinator",Series B,16426000,2020-09-10,2020,9,Other,Series B,Chennai
EduTech,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,798000,2020-11-30,2020,11,Other,Seed/Angel,Delhi/NCR
Bounce,Logistics,Last Mile,Chennai,"Bessemer Venture Partners, Lightspeed India",Pre-Seed,114000,2024-10-14,2024,10,Logistics,Seed/Angel,Chennai
HomeAnalytics,RealEstate,PropTech,Hyderabad,IFC,Series B,6655000,2022-11-17,2022,11,Proptech,Series B,Hyderabad
MediSpace,HealthTech,Diagnostics,Ahmedabad,Omidyar Network,Series C,230417000,2021-04-03,2021,4,Healthtech,Series C,Ahmedabad
BigBasket,Media,Streaming,Hyderabad,Info Edge,Pre-Series A,320000,2022-02-10,2022,2,Other,Seed/Angel,Hyderabad
GreenEdge,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Pre-Series A,671000,2020-07-28,2020,7,Proptech,Seed/Angel,Ahmedabad
NimbusWorks,AgriTech,Marketplace,Hyderabad,"Tiger Global, Tiger Global Management",Seed,163000,2020-08-09,2020,8,Agritech,Seed/Angel,Hyderabad
NeoSense,Logistics,Fleet Management,Hyderabad,LCatterton,Seed,1360000,2022-11-25,2022,11,Logistics,Seed/Angel,Hyderabad
CoreConnect,RealEstate,PropTech,Bengaluru,LCatterton,Series B,14710000,2021-08-28,2021,8,Proptech,Series B,Bengaluru
CoreConnect,FinTech,NeoBank,Ahmedabad,"Kedaara Capital, Prosus Ventures, Ribbit Capital",Series C,20596000,2021-12-03,2021,12,Fintech,Series C,Ahmedabad
FarmBox,RealEstate,Home Services,Noida,"Accel, Blume Ventures, IFC",Seed,1411000,2020-12-14,2020,12,Proptech,Seed/Angel,Delhi/NCR
FreshSolutions,Media,Streaming,Delhi,Prosus Ventures,Bridge,70000,2025-01-16,2025,1,Other,Undisclosed,Delhi/NCR
HomeAnalytics,Media,Content,Chennai,Matrix Partners India,Series C,47487000,2021-11-09,2021,11,Other,Series C,Chennai
Urban Company,Consumer Electronics,Audio,Kolkata,"Omidyar Network, Ribbit Capital",Seed,1664000,2023-07-23,2023,7,Other,Seed/Angel,Kolkata
CoreSpace,Mobility,Ride Sharing,Chennai,IFC,Series A,13122000,2022-04-26,2022,4,EV/Cleantech,Series A,Chennai
WorkPay,EdTech,UpSkilling,Chennai,"IFC, Nexus Venture Partners",Debt,3529000,2025-01-02,2025,1,Edtech,Debt,Chennai
BlueTech,Consumer Electronics,Wearables,Delhi,Info Edge,Seed,514000,2020-04-28,2020,4,Other,Seed/Angel,Delhi/NCR
FarmTech,HealthTech,Diagnostics,Kolkata,Nexus Venture Partners,Series C,67366000,2024-05-15,2024,5,Healthtech,Series C,Kolkata
DriveEdge,FoodTech,Food Delivery,Kolkata,"Lightspeed India, Y Combinator",Pre-Series A,196000,2020-03-18,2020,3,Foodtech,Seed/Angel,Kolkata
UrbanStack,Retail,Fashion,Gurugram,"IFC, Lightspeed India, Ventures India",Pre-Seed,43000,2020-01-09,2020,1,Ecommerce/D2C,Seed/Angel,Delhi/NCR
FreshTech,FoodTech,Grocery,Ahmedabad,Elevation Capital,Seed,598000,2020-05-13,2020,5,Foodtech,Seed/Angel,Ahmedabad
Cars24,Consumer Electronics,Smart Home,Noida,"LCatterton, Tiger Global Management",Series A,7671000,2021-11-22,2021,11,Other,Series A,Delhi/NCR
DataHive,Consumer Electronics,Wearables,Gurugram,"Lightspeed India, Sequoia Capital India",Seed,927000,2025-01-31,2025,1,Other,Seed/Angel,Delhi/NCR
LogiSense,FinTech,NeoBank,Noida,"IFC, Ribbit Capital, Sequoia Capital India",Seed,920000,2022-01-20,2022,1,Fintech,Seed/Angel,Delhi/NCR
CloudSolutions,AgriTech,Supply Chain,Ahmedabad,Ribbit Capital,Debt,176000,2023-09-17,2023,9,Agritech,Debt,Ahmedabad
DataAnalytics_423,E-commerce,Fashion,Kolkata,Mirae Asset,Pre-Series A,312000,2023-01-25,2023,1,Ecommerce/D2C,Seed/Angel,Kolkata
HyperLoop,RealEstate,Rental Tech,Bengaluru,Prosus Ventures,Seed,62000,2023-09-17,2023,9,Proptech,Seed/Angel,Bengaluru
SkillFlow,Media,Social,Chennai,"Kedaara Capital, Nexus Venture Partners",Series D,177214000,2020-08-02,2020,8,Other,Late Stage,Chennai
Porter,Retail,E-Retail,Kolkata,Zodius Capital,Seed,255000,2021-02-13,2021,2,Ecommerce/D2C,Seed/Angel,Kolkata
CloudPay,FoodTech,Food Delivery,Delhi,Prosus Ventures,Pre-Seed,154000,2022-10-13,2022,10,Foodtech,Seed/Angel,Delhi/NCR
AgriHive,FinTech,Payments,Mumbai,"Nexus Venture Partners, Prosus Ventures",Angel,14000,2024-09-06,2024,9,Fintech,Seed/Angel,Mumbai
Bounce,Retail,Fashion,Mumbai,Ribbit Capital,Series B,6917000,2020-07-26,2020,7,Ecommerce/D2C,Series B,Mumbai
AutoFlow,Logistics,Supply Chain,Kolkata,IFC,Seed,85000,2024-07-23,2024,7,Logistics,Seed/Angel,Kolkata
Cars24,SaaS,HRTech,Chennai,Sequoia Capital India,Series B,41297000,2020-07-13,2020,7,SaaS/Enterprise,Series B,Chennai
FinSense,HealthTech,Pharmacy,Pune,"Matrix Partners India, Ventures India",Angel,32000,2025-05-10,2025,5,Healthtech,Seed/Angel,Pune
NimbusWorks,HealthTech,Telemedicine,Chennai,Zodius Capital,Pre-Series A,126000,2022-07-23,2022,7,Healthtech,Seed/Angel,Chennai
GrowthCare,RealEstate,PropTech,Mumbai,Tiger Global Management,Seed,68000,2024-01-27,2024,1,Proptech,Seed/Angel,Mumbai
NextSense,AgriTech,Smart Farming,Ahmedabad,Y Combinator,Series B,34916000,2021-01-06,2021,1,Agritech,Series B,Ahmedabad
ClearTax,Enterprise,Automation,Delhi,LCatterton,Series A,1218000,2022-09-26,2022,9,SaaS/Enterprise,Series A,Delhi/NCR
Dailyhunt,FinTech,Payments,Hyderabad,"Falcon Edge, IFC, Ventures India",Series B,48819000,2020-01-26,2020,1,Fintech,Series B,Hyderabad
Zepto,RealEstate,Home Services,Noida,"Accel, Prosus Ventures",Series A,6770000,2023-12-05,2023,12,Proptech,Series A,Delhi/NCR
LogiMart,RealEstate,Rental Tech,Chennai,"LCatterton, Omidyar Network",Seed,67000,2024-08-19,2024,8,Proptech,Seed/Angel,Chennai
MediSpace,HealthTech,Health Analytics,Kolkata,SoftBank Vision Fund,Growth,62547000,2020-06-02,2020,6,Healthtech,Late Stage,Kolkata
QuantumSolutions_441,EdTech,Coding Bootcamp,Chennai,"A91 Partners, Info Edge",Series C,289340000,2020-06-10,2020,6,Edtech,Series C,Chennai
Unacademy,Enterprise,Security,Kolkata,"Accel, Kalaari Capital, Ribbit Capital",Seed,199000,2022-10-15,2022,10,SaaS/Enterprise,Seed/Angel,Kolkata
Rapido,Enterprise,Analytics,Ahmedabad,LCatterton,Bridge,196000,2023-07-29,2023,7,SaaS/Enterprise,Undisclosed,Ahmedabad
CoreFlow,Consumer Electronics,Wearables,Pune,Zodius Capital,Series C,180699000,2024-07-30,2024,7,Other,Series C,Pune
FreshBox,AgriTech,Marketplace,Kolkata,"Accel, Info Edge, Prosus Ventures",Series B,69115000,2022-01-14,2022,1,Agritech,Series B,Kolkata
Rapido,SaaS,HRTech,Hyderabad,"Accel, LCatterton, Mirae Asset",Series A,14442000,2022-02-04,2022,2,SaaS/Enterprise,Series A,Hyderabad
Freshworks,E-commerce,D2C,Ahmedabad,"Lightspeed India, Zodius Capital",Seed,805000,2020-09-04,2020,9,Ecommerce/D2C,Seed/Angel,Ahmedabad
FinFoods,E-commerce,Fashion,Bengaluru,"Bessemer Venture Partners, Info Edge, Omidyar Network",Angel,15000,2024-09-11,2024,9,Ecommerce/D2C,Seed/Angel,Bengaluru
ClearDekho,HealthTech,Health Analytics,Bengaluru,"Peak XV, Zodius Capital",Series A,1254000,2020-04-09,2020,4,Healthtech,Series A,Bengaluru
AgriHive,Retail,E-Retail,Ahmedabad,Accel,Seed,879000,2024-07-27,2024,7,Ecommerce/D2C,Seed/Angel,Ahmedabad
AgriSense,FoodTech,Food Delivery,Ahmedabad,Elevation Capital,Angel,27000,2024-04-10,2024,4,Foodtech,Seed/Angel,Ahmedabad
DataHive,Consumer Electronics,Audio,Delhi,"A91 Partners, Falcon Edge, Zodius Capital",Pre-Series A,266000,2023-12-04,2023,12,Other,Seed/Angel,Delhi/NCR
HyperLabs,Mobility,Micro Mobility,Gurugram,"Elevation Capital, Prosus Ventures, SoftBank Vision Fund",Seed,1416000,2023-07-02,2023,7,EV/Cleantech,Seed/Angel,Delhi/NCR
EduTech,Media,Streaming,Pune,A91 Partners,Series B,6806000,2024-04-07,2024,4,Other,Series B,Pune
SkillRise,Enterprise,Automation,Hyderabad,Falcon Edge,Growth,183477000,2022-05-15,2022,5,SaaS/Enterprise,Late Stage,Hyderabad
GrowthFlow,FinTech,Payments,Gurugram,Tiger Global Management,Seed,52000,2024-05-27,2024,5,Fintech,Seed/Angel,Delhi/NCR
AutoStack,FinTech,WealthTech,Gurugram,Zodius Capital,Series C,71157000,2020-03-07,2020,3,Fintech,Series C,Delhi/NCR
Zomato,AgriTech,Marketplace,Noida,"A91 Partners, Bessemer Venture Partners, Matrix Partners India",Growth,58010000,2024-02-29,2024,2,Agritech,Late Stage,Delhi/NCR
SmartTech,FinTech,InsurTech,Chennai,"A91 Partners, Sequoia Capital India, SoftBank Vision Fund",Pre-Series A,131000,2024-06-02,2024,6,Fintech,Seed/Angel,Chennai
AutoStack,Enterprise,Security,Gurugram,"A91 Partners, Ribbit Capital, Ventures India",Angel,7000,2023-12-14,2023,12,SaaS/Enterprise,Seed/Angel,Delhi/NCR
BlueRise,EdTech,UpSkilling,Kolkata,Blume Ventures,Seed,548000,2023-10-30,2023,10,Edtech,Seed/Angel,Kolkata
NoBroker,Media,Streaming,Mumbai,A91 Partners,Pre-Series A,557000,2022-05-27,2022,5,Other,Seed/Angel,Mumbai
LogiSense,Enterprise,Security,Bengaluru,Tiger Global,Seed,430000,2023-12-24,2023,12,SaaS/Enterprise,Seed/Angel,Bengaluru
AgriSense,Retail,Fashion,Ahmedabad,"A91 Partners, Bessemer Venture Partners",Series D,458292000,2021-09-08,2021,9,Ecommerce/D2C,Late Stage,Ahmedabad
Groww,Retail,Fashion,Pune,Falcon Edge,Series A,2760000,2025-05-13,2025,5,Ecommerce/D2C,Series A,Pune
ClearDekho,HealthTech,Health Analytics,Noida,Lightspeed India,Series A,2168000,2020-07-07,2020,7,Healthtech,Series A,Delhi/NCR
Meesho,RealEstate,Home Services,Pune,"Falcon Edge, Tiger Global Management",Pre-Series A,739000,2021-03-23,2021,3,Proptech,Seed/Angel,Pune
MediSpace,SaaS,MarTech,Gurugram,"Matrix Partners India, Tiger Global",Angel,10000,2023-06-10,2023,6,SaaS/Enterprise,Seed/Angel,Delhi/NCR
AgriSense,Retail,E-Retail,Chennai,Sequoia Capital India,Seed,1746000,2024-01-22,2024,1,Ecommerce/D2C,Seed/Angel,Chennai
NimbusWorks,Mobility,EV,Kolkata,"Falcon Edge, Lightspeed India, Peak XV",Pre-Seed,21000,2025-01-13,2025,1,EV/Cleantech,Seed/Angel,Kolkata
Dream11,Retail,Fashion,Noida,Prosus Ventures,Pre-Seed,187000,2020-05-14,2020,5,Ecommerce/D2C,Seed/Angel,Delhi/NCR
Meesho,Enterprise,Automation,Chennai,"IFC, Zodius Capital",Series D,55224000,2021-02-25,2021,2,SaaS/Enterprise,Late Stage,Chennai
DriveEdge,E-commerce,Marketplace,Bengaluru,Accel,Series A,11170000,2021-11-10,2021,11,Ecommerce/D2C,Series A,Bengaluru
Udaan,HealthTech,Pharmacy,Noida,LCatterton,Seed,350000,2024-08-09,2024,8,Healthtech,Seed/Angel,Delhi/NCR
Freshworks,FoodTech,Food Delivery,Chennai,"Falcon Edge, Prosus Ventures",Series A,14717000,2020-02-04,2020,2,Foodtech,Series A,Chennai
Byju's,Retail,Fashion,Ahmedabad,Y Combinator,Pre-Seed,24000,2024-10-03,2024,10,Ecommerce/D2C,Seed/Angel,Ahmedabad
AeroAnalytics,Retail,Fashion,Hyderabad,"Y Combinator, Zodius Capital",Series A,4481000,2021-07-30,2021,7,Ecommerce/D2C,Series A,Hyderabad
ClearTax,Consumer Electronics,Audio,Noida,"Bessemer Venture Partners, IFC",Seed,1786000,2024-03-09,2024,3,Other,Seed/Angel,Delhi/NCR
Urban Company,RealEstate,PropTech,Hyderabad,"Peak XV, Ribbit Capital, Sequoia Capital India",Series B,21323000,2025-02-15,2025,2,Proptech,Series B,Hyderabad
SmartCare,FinTech,NeoBank,Ahmedabad,Elevation Capital,Pre-Series A,426000,2023-01-26,2023,1,Fintech,Seed/Angel,Ahmedabad
FoodSolutions,RealEstate,Rental Tech,Delhi,"Lightspeed India, Zodius Capital",Seed,651000,2021-03-28,2021,3,Proptech,Seed/Angel,Delhi/NCR
BlueTech,AgriTech,Supply Chain,Noida,Elevation Capital,Series A,3424000,2023-01-30,2023,1,Agritech,Series A,Delhi/NCR
CRED,Logistics,Last Mile,Gurugram,Y Combinator,Series B,28486000,2022-09-24,2022,9,Logistics,Series B,Delhi/NCR
FinSpace,AgriTech,Supply Chain,Gurugram,Ribbit Capital,Seed,432000,2022-07-11,2022,7,Agritech,Seed/Angel,Delhi/NCR
BigBasket,Media,Streaming,Delhi,Peak XV,Series A,11477000,2022-01-16,2022,1,Other,Series A,Delhi/NCR
Lenskart,FinTech,WealthTech,Gurugram,"Elevation Capital, Ribbit Capital, Y Combinator",Series C,22619000,2023-12-29,2023,12,Fintech,Series C,Delhi/NCR
FreshBox,Consumer Electronics,Wearables,Pune,"Accel, Ribbit Capital",Series C,42802000,2022-09-24,2022,9,Other,Series C,Pune
HealthRise,Enterprise,Analytics,Noida,"Sequoia Capital India, Tiger Global",Seed,1666000,2024-02-11,2024,2,SaaS/Enterprise,Seed/Angel,Delhi/NCR
ClearDekho,RealEstate,PropTech,Ahmedabad,"Lightspeed India, Sequoia Capital India",Series A,11144000,2024-04-24,2024,4,Proptech,Series A,Ahmedabad
Swiggy,Mobility,Micro Mobility,Kolkata,Kalaari Capital,Series B,17686000,2020-10-31,2020,10,EV/Cleantech,Series B,Kolkata
Cars24,HealthTech,Health Analytics,Noida,Falcon Edge,Series A,5362000,2022-03-23,2022,3,Healthtech,Series A,Delhi/NCR
MediWorks,Retail,Fashion,Delhi,"A91 Partners, Blume Ventures",Series C,42389000,2020-10-14,2020,10,Ecommerce/D2C,Series C,Delhi/NCR
GreenConnect,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Seed,100000,2022-09-25,2022,9,Other,Seed/Angel,Bengaluru
Nykaa,EdTech,Test Prep,Gurugram,Kalaari Capital,Series A,3510000,2024-06-08,2024,6,Edtech,Series A,Delhi/NCR
AutoFlow,FinTech,WealthTech,Mumbai,"Matrix Partners India, Zodius Capital",Series B,13318000,2022-12-03,2022,12,Fintech,Series B,Mumbai
NoBroker,FoodTech,Grocery,Chennai,Falcon Edge,Pre-Series A,383000,2023-08-31,2023,8,Foodtech,Seed/Angel,Chennai
UrbanSolutions,EdTech,Coding Bootcamp,Pune,"Bessemer Venture Partners, LCatterton",Series C,24686000,2021-12-07,2021,12,Edtech,Series C,Pune
MediHive,HealthTech,Health Analytics,Delhi,"Blume Ventures, Elevation Capital, Nexus Venture Partners",Seed,1820000,2022-11-19,2022,11,Healthtech,Seed/Angel,Delhi/NCR
Housejoy,RealEstate,PropTech,Chennai,Mirae Asset,Series C,289004000,2024-01-15,2024,1,Proptech,Series C,Chennai
GrowthCare,AgriTech,Supply Chain,Chennai,A91 Partners,Pre-Seed,100000,2020-03-29,2020,3,Agritech,Seed/Angel,Chennai
BharatPe,HealthTech,Telemedicine,Ahmedabad,LCatterton,Seed,361000,2020-12-06,2020,12,Healthtech,Seed/Angel,Ahmedabad
CoreConnect,AgriTech,Marketplace,Bengaluru,"Lightspeed India, Peak XV, Zodius Capital",Growth,113169000,2024-01-30,2024,1,Agritech,Late Stage,Bengaluru
CoreSpace,HealthTech,Diagnostics,Chennai,"Blume Ventures, Zodius Capital",Series A,9059000,2024-06-15,2024,6,Healthtech,Series A,Chennai
CureFit,HealthTech,Pharmacy,Kolkata,Y Combinator,Series A,6387000,2020-05-20,2020,5,Healthtech,Series A,Kolkata
LogiSense,EdTech,Coding Bootcamp,Delhi,"LCatterton, Omidyar Network",Series A,1553000,2020-12-29,2020,12,Edtech,Series A,Delhi/NCR
AeroAnalytics,E-commerce,Fashion,Delhi,LCatterton,Angel,77000,2023-01-09,2023,1,Ecommerce/D2C,Seed/Angel,Delhi/NCR
Paytm,Mobility,EV,Pune,"Info Edge, Peak XV",Growth,438231000,2023-11-29,2023,11,EV/Cleantech,Late Stage,Pune
AgriHive,FoodTech,Food Delivery,Ahmedabad,"A91 Partners, Info Edge, Matrix Partners India",Series C,261867000,2025-02-02,2025,2,Foodtech,Series C,Ahmedabad
PharmEasy,Enterprise,Analytics,Hyderabad,"Matrix Partners India, Sequoia Capital India",Series A,7137000,2023-01-18,2023,1,SaaS/Enterprise,Series A,Hyderabad
MediHive,E-commerce,Grocery,Bengaluru,"Accel, Bessemer Venture Partners, Kalaari Capital",Pre-Series A,411000,2021-02-24,2021,2,Ecommerce/D2C,Seed/Angel,Bengaluru
DriveLoop,Logistics,Supply Chain,Noida,"Elevation Capital, Prosus Ventures",Pre-Series A,262000,2022-01-18,2022,1,Logistics,Seed/Angel,Delhi/NCR
CoreFlow,Retail,Fashion,Kolkata,"Mirae Asset, Tiger Global Management",Seed,1560000,2023-02-19,2023,2,Ecommerce/D2C,Seed/Angel,Kolkata
FoodSolutions,FoodTech,Grocery,Delhi,Ventures India,Series D,367311000,2023-09-12,2023,9,Foodtech,Late Stage,Delhi/NCR
EduMart,HealthTech,Telemedicine,Gurugram,Bessemer Venture Partners,Series A,1130000,2024-05-28,2024,5,Healthtech,Series A,Delhi/NCR
Udaan,HealthTech,Health Analytics,Bengaluru,Mirae Asset,Series C,21480000,2024-08-13,2024,8,Healthtech,Series C,Bengaluru
DriveEdge,Logistics,Last Mile,Pune,"Omidyar Network, Tiger Global Management, Y Combinator",Seed,200000,2020-03-18,2020,3,Logistics,Seed/Angel,Pune
SmartTech,AgriTech,Supply Chain,Delhi,Lightspeed India,Series B,47312000,2022-06-18,2022,6,Agritech,Series B,Delhi/NCR
SmartTech,Retail,Fashion,Noida,"Blume Ventures, Sequoia Capital India",Series A,14492000,2021-04-19,2021,4,Ecommerce/D2C,Series A,Delhi/NCR
MediWorks,HealthTech,Telemedicine,Hyderabad,"Falcon Edge, Kalaari Capital, Omidyar Network",Series C,30056000,2021-12-24,2021,12,Healthtech,Series C,Hyderabad
CRED,E-commerce,Grocery,Hyderabad,"Tiger Global Management, Y Combinator",Series B,25964000,2023-02-19,2023,2,Ecommerce/D2C,Series B,Hyderabad
SkillSolutions,EdTech,Coding Bootcamp,Chennai,Kalaari Capital,Series A,2805000,2021-06-18,2021,6,Edtech,Series A,Chennai
AeroStack,Mobility,EV,Pune,"IFC, Peak XV",Bridge,1790000,2024-07-02,2024,7,EV/Cleantech,Undisclosed,Pune
AutoStack,FoodTech,Grocery,Kolkata,Peak XV,Series C,195631000,2024-03-31,2024,3,Foodtech,Series C,Kolkata
LogiRise,AgriTech,Supply Chain,Kolkata,"Ribbit Capital, Tiger Global Management",Seed,1102000,2020-05-18,2020,5,Agritech,Seed/Angel,Kolkata
HomeFoods,FoodTech,Food Delivery,Noida,Matrix Partners India,Series A,3558000,2023-12-06,2023,12,Foodtech,Series A,Delhi/NCR
Bounce,FoodTech,Grocery,Pune,Mirae Asset,Seed,231000,2025-03-22,2025,3,Foodtech,Seed/Angel,Pune
AgriFit,AgriTech,Smart Farming,Delhi,Mirae Asset,Bridge,137000,2023-10-31,2023,10,Agritech,Undisclosed,Delhi/NCR
CloudPay,EdTech,UpSkilling,Gurugram,Zodius Capital,Seed,62000,2024-09-05,2024,9,Edtech,Seed/Angel,Delhi/NCR
Licious,HealthTech,Telemedicine,Mumbai,"IFC, Mirae Asset, Sequoia Capital India",Angel,67000,2023-10-16,2023,10,Healthtech,Seed/Angel,Mumbai
Razorpay,Enterprise,Security,Pune,"IFC, Mirae Asset",Series A,9037000,2022-10-05,2022,10,SaaS/Enterprise,Series A,Pune
QuantumSolutions,Retail,Fashion,Delhi,"A91 Partners, Mirae Asset",Seed,1998000,2024-06-24,2024,6,Ecommerce/D2C,Seed/Angel,Delhi/NCR
AeroAnalytics,Enterprise,Automation,Delhi,"Falcon Edge, Sequoia Capital India, SoftBank Vision Fund",Series A,14864000,2020-09-03,2020,9,SaaS/Enterprise,Series A,Delhi/NCR
FarmTech,E-commerce,D2C,Pune,A91 Partners,Series A,4500000,2021-06-15,2021,6,Ecommerce/D2C,Series A,Pune
FinSpace,AgriTech,Smart Farming,Pune,Kalaari Capital,Seed,853000,2022-05-18,2022,5,Agritech,Seed/Angel,Pune
NimbusWorks,FoodTech,Food Delivery,Kolkata,"Prosus Ventures, Zodius Capital",Seed,1631000,2020-09-25,2020,9,Foodtech,Seed/Angel,Kolkata
SkillFlow,Mobility,EV,Chennai,"Bessemer Venture Partners, Blume Ventures, Nexus Venture Partners",Seed,1149000,2024-06-26,2024,6,EV/Cleantech,Seed/Angel,Chennai
